Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,$68K - $141K (Glassdoor est.),2.6,"QinetiQ Inc.
2.6","Lorton, VA",501 to 1000 Employees,1956,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD)
Data Scientist with TS Clearance,$86K - $155K (Glassdoor est.),3.9,"Deloitte
3.9","Arlington, VA",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
Data Scientist,$100K - $160K (Glassdoor est.),4.7,"Johns Hopkins Applied Physics Laboratory (APL)
4.7","Laurel, MD",5001 to 10000 Employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
Data Scientist,$79K - $131K (Glassdoor est.),3.6,"ATCS, P.L.C.
3.6","Herndon, VA",201 to 500 Employees,1994,Company - Private,Architectural & Engineering Services,Business Services,$25 to $50 million (USD)
Data Scientist with Polygraph,$79K - $148K (Glassdoor est.),3.9,"Deloitte
3.9","Rosslyn, VA",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
Data Analytics Consultant (TS/SCI/polygraph),$67K - $115K (Glassdoor est.),3.9,"Deloitte
3.9","Fort Meade, MD",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
Research Data Scientist,$71K - $133K (Glassdoor est.),3.8,"Intelligent Automation
3.8","Rockville, MD",51 to 200 Employees,1987,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$25 to $50 million (USD)
Data Scientist,$75K - $142K (Glassdoor est.),4.2,"Booz Allen Hamilton
4.2","McLean, VA",10000+ Employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD)
Data Scientist,$77K - $147K (Glassdoor est.),3.8,"InnovaSystems International, LLC
3.8","Alexandria, VA",201 to 500 Employees,1997,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
Sr. Big Data Engineer,$82K - $141K (Glassdoor est.),3.5,"GEICO
3.5","Chevy Chase, MD",10000+ Employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD)
Data Scientist,$74K - $126K (Glassdoor est.),3.5,"GEICO
3.5","Chevy Chase, MD",10000+ Employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD)
Contract Data Analyst,$55K - $96K (Glassdoor est.),4.1,"Amyx, Inc.
4.1","Arlington, VA",501 to 1000 Employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Data Engineer,$69K - $124K (Glassdoor est.),3.9,"General Dynamics Mission Systems, Inc
3.9","Chantilly, VA",10000+ Employees,1952,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD)
Senior Data Scientist,$93K - $168K (Glassdoor est.),3.9,"Leidos
3.9","Bethesda, MD",10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
Data Scientist Manager,$92K - $180K (Glassdoor est.),3.9,"Deloitte
3.9","Arlington, VA",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
"Data Engineer – Fairfax, VA",$73K - $141K (Glassdoor est.),3.4,"Vibrent Health
3.4","Fairfax, VA",51 to 200 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Artificial Intelligence/Machine Learning Engineer Associate,$69K - $144K (Glassdoor est.),3.8,"Mitre Corporation
3.8","McLean, VA",5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD)
Data Scientist,$92K - $183K (Glassdoor est.),4.1,"Copper River Shared Services
4.1","Washington, DC",501 to 1000 Employees,2006,Company - Private,Federal Agencies,Government,$100 to $500 million (USD)
Image Scientist,$67K - $130K (Glassdoor est.),3.9,"General Dynamics Mission Systems, Inc
3.9","Fairfax, VA",10000+ Employees,1952,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD)
Data Scientist - Defense & Intelligence,$66K - $123K (Glassdoor est.),4.3,"Elder Research Inc
4.3","Arlington, VA",51 to 200 Employees,1995,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
Data Visualization Scientist,$62K - $118K (Glassdoor est.),4.7,"Johns Hopkins Applied Physics Laboratory (APL)
4.7","Laurel, MD",5001 to 10000 Employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
Program Finance & Data Analyst,$50K - $94K (Glassdoor est.),3.1,"The International Fund for Animal Welfare
3.1","Washington, DC",201 to 500 Employees,1969,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD)
Senior Data Engineer,$70K - $129K (Glassdoor est.),4.6,"Novetta
4.6","Reston, VA",501 to 1000 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Senior Bioinformatics Scientist,$59K - $118K (Glassdoor est.),3.8,"Inova Health System
3.8","Falls Church, VA",10000+ Employees,1956,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD)
"Data Scientist, Senior",$85K - $149K (Glassdoor est.),4.2,"Booz Allen Hamilton
4.2","Chantilly, VA",10000+ Employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD)
Chief Scientist Machine Learning,-1,3.9,"Leidos
3.9","Arlington, VA",10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
Data Architect,$84K - $160K (Glassdoor est.),4.7,"Johns Hopkins Applied Physics Laboratory (APL)
4.7","Laurel, MD",5001 to 10000 Employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
Data Scientist,$75K - $131K (Glassdoor est.),3.5,"Perspecta
3.5","McLean, VA",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Data Scientist-Senior,$96K - $169K (Glassdoor est.),3.5,"Perspecta
3.5","Washington, DC",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Quantitative Engineer Manager - Data Scientist,$98K - $179K (Glassdoor est.),4.1,"Freddie Mac
4.1","McLean, VA",5001 to 10000 Employees,1970,Company - Public,Lending,Finance,$10+ billion (USD)
Business Intelligence Analyst,$67K - $134K (Glassdoor est.),3.9,"Leidos
3.9","Reston, VA",10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
Data Engineer,$79K - $158K (Glassdoor est.),3.9,"Leidos
3.9","Reston, VA",10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
"Sr. Data Engineer – Fairfax, VA",$92K - $159K (Glassdoor est.),3.4,"Vibrent Health
3.4","Fairfax, VA",51 to 200 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Research Scientist - Radar,$76K - $152K (Glassdoor est.),3.8,"Intelligent Automation
3.8","Rockville, MD",51 to 200 Employees,1987,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$25 to $50 million (USD)
Sr Data Scientist - PHI,$98K - $159K (Glassdoor est.),4.1,"Exelon Corporation
4.1","Washington, DC",10000+ Employees,2000,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$10+ billion (USD)
Senior SAR Scientist/Subject Matter Expert,$78K - $127K (Glassdoor est.),3.6,"Riverside Research
3.6","Springfield, VA",501 to 1000 Employees,1967,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD)
Data Scientist Technical Specialist,$75K - $131K (Glassdoor est.),3.5,"Perspecta
3.5","McLean, VA",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Research Scientist/Engineer – Cyber Security,$64K - $130K (Glassdoor est.),3.8,"Intelligent Automation
3.8","Rockville, MD",51 to 200 Employees,1987,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$25 to $50 million (USD)
Data Scientist-Journeyman,$68K - $140K (Glassdoor est.),3.5,"Perspecta
3.5","Washington, DC",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Senior Data Scientist - Defense & Intelligence,$81K - $143K (Glassdoor est.),4.3,"Elder Research Inc
4.3","Fort Meade, MD",51 to 200 Employees,1995,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
Senior Research Scientist - Robotic and Autonomous Systems,$74K - $150K (Glassdoor est.),3.8,"Intelligent Automation
3.8","Rockville, MD",51 to 200 Employees,1987,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$25 to $50 million (USD)
"SCIENTIST - POTENCY BIOASSAY , ELISA , FACS",$63K - $128K (Glassdoor est.),4,"PPD
4.0","Rockville, MD",10000+ Employees,1985,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Data Engineer/Scientist TS/SCI w/POLY,$95K - $120K (Glassdoor est.),-1,AUGR LLC,"Tysons Corner, VA",-1,-1,-1,-1,-1,-1
Data Engineer,$74K - $143K (Glassdoor est.),3.5,"CareJourney
3.5","Arlington, VA",51 to 200 Employees,2015,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Data Scientist-Junior,$65K - $122K (Glassdoor est.),3.5,"Perspecta
3.5","Washington, DC",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Data Analyst,$55K - $114K (Glassdoor est.),3.8,"General Dynamics Information Technology
3.8","Washington, DC",10000+ Employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD)
Data Scientist Technical Specialist,$86K - $176K (Glassdoor est.),4,"Peraton
4.0","Chantilly, VA",5001 to 10000 Employees,2017,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD)
Research Scientist / Engineer – Wireless Communications & Machine Learning,$76K - $152K (Glassdoor est.),3.8,"Intelligent Automation
3.8","Rockville, MD",51 to 200 Employees,1987,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$25 to $50 million (USD)
"Research Scientist - Computer Vision, Machine Learning",$64K - $130K (Glassdoor est.),3.8,"Intelligent Automation
3.8","Rockville, MD",51 to 200 Employees,1987,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$25 to $50 million (USD)
SR SCIENTIST - RNA ANALYTICS,$68K - $133K (Glassdoor est.),4,"PPD
4.0","Rockville, MD",10000+ Employees,1985,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Sr Data Scientist,$84K - $168K (Glassdoor est.),3.8,"General Dynamics
3.8","Washington, DC",10000+ Employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD)
Senior Data Architect - FHIR Interoperability,$102K - $197K (Glassdoor est.),-1,Edera L3C,"Washington, DC",-1,-1,-1,-1,-1,-1
"Data Analyst, Clearance Required",$50K - $107K (Glassdoor est.),-1,Talent Gravity,"Washington, DC",-1,-1,-1,-1,-1,-1
Chief Biological Systems Scientist,-1,4.7,"Johns Hopkins Applied Physics Laboratory (APL)
4.7","Laurel, MD",5001 to 10000 Employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
Senior Operations Research Scientist,$96K - $183K (Glassdoor est.),4.7,"Johns Hopkins Applied Physics Laboratory (APL)
4.7","Laurel, MD",5001 to 10000 Employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
Modeling & Experimental Research Scientist for Materials in Extreme Environments,$61K - $122K (Glassdoor est.),4.7,"Johns Hopkins Applied Physics Laboratory (APL)
4.7","Laurel, MD",5001 to 10000 Employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
Data Analyst/Engineer,$64K - $127K (Glassdoor est.),4.4,"OneGlobe LLC
4.4","Herndon, VA",51 to 200 Employees,2005,Company - Private,Consulting,Business Services,$1 to $5 million (USD)
Data Engineer-Junior,$57K - $120K (Glassdoor est.),3.5,"Perspecta
3.5","Washington, DC",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Scientist - Analytical Method Development (Analytical Chemist),$49K - $99K (Glassdoor est.),1.8,"Lentigen Technology, Inc.
1.8","Gaithersburg, MD",1 to 50 Employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD)
Business Intelligence Analyst,$67K - $123K (Glassdoor est.),3.1,"PCAOB
3.1","Washington, DC",501 to 1000 Employees,2003,Nonprofit Organization,Accounting,Accounting & Legal,Unknown / Non-Applicable
Data Scientist Senior Technical Specialist,$90K - $168K (Glassdoor est.),3.5,"Perspecta
3.5","Chantilly, VA",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
SAS Data Engineer,$74K - $143K (Glassdoor est.),3.5,"CareJourney
3.5","Arlington, VA",51 to 200 Employees,2015,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Senior Data Engineer,$91K - $162K (Glassdoor est.),3.5,"CareJourney
3.5","Arlington, VA",51 to 200 Employees,2015,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Data Analyst,$54K - $109K (Glassdoor est.),3.1,"Common Securitization Solutions
3.1","Bethesda, MD",201 to 500 Employees,2013,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable
Geospatial Researcher/Data Scientist,$72K - $124K (Glassdoor est.),3.8,"Battelle
3.8","Alexandria, VA",10000+ Employees,1929,Nonprofit Organization,Research & Development,Business Services,$5 to $10 billion (USD)
Senior Clinical Research Scientist,$65K - $137K (Glassdoor est.),-1,NexImmune,"Gaithersburg, MD",-1,-1,-1,-1,-1,-1
Project Data Analyst I - Administrative / Financial (Secret clearance required),$53K - $105K (Glassdoor est.),3.7,"Akima, LLC
3.7","Fairfax, VA",5001 to 10000 Employees,2003,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
Data Scientist,$69K - $130K (Glassdoor est.),-1,Funded.club,"Washington, DC",-1,-1,-1,-1,-1,-1
Data Scientist,$85K - $149K (Glassdoor est.),4.5,"Pivotal Software
4.5","Washington, DC",1001 to 5000 Employees,2013,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,$73K - $139K (Glassdoor est.),4.4,"Applied Information Sciences
4.4","Chevy Chase, MD",501 to 1000 Employees,1982,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Sr. Business Data Analyst,$68K - $136K (Glassdoor est.),-1,Agiliko,"Washington, DC",-1,-1,-1,-1,-1,-1
Data Scientist,-1,3.6,"steampunk
3.6","McLean, VA",201 to 500 Employees,2003,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,$67K - $125K (Glassdoor est.),3.7,"MetroStar
3.7","Reston, VA",201 to 500 Employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Data Scientist,$72K - $134K (Glassdoor est.),4.4,"Avantus Federal
4.4","McLean, VA",501 to 1000 Employees,2004,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
Data Science Consultant,$64K - $145K (Glassdoor est.),3.8,"General Dynamics
3.8","Washington, DC",10000+ Employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD)
Data Scientist,$74K - $126K (Glassdoor est.),3.4,"XLA
3.4","Washington, DC",201 to 500 Employees,1989,Private Practice / Firm,Consulting,Business Services,$25 to $50 million (USD)
"Data Scientist, Product Analytics",$97K - $155K (Glassdoor est.),4.3,"Facebook
4.3","Washington, DC",10000+ Employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD)
GD130 Data Center Operations Technical Support Analyst,$42K - $80K (Glassdoor est.),3.9,"ADNET Systems, Inc.
3.9","Greenbelt, MD",201 to 500 Employees,1990,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Data Scientist,$65K - $111K (Glassdoor est.),3.8,"Analytica
3.8","Washington, DC",51 to 200 Employees,2009,Company - Private,IT Services,Information Technology,$10 to $25 million (USD)
Data Scientist,$65K - $110K (Glassdoor est.),4.3,"Whitney, Bradley and Brown
4.3","Arlington, VA",501 to 1000 Employees,1981,Company - Private,Consulting,Business Services,$100 to $500 million (USD)
Senior Quantitative Analyst,$85K - $163K (Glassdoor est.),-1,Confidential,"Washington, DC",-1,-1,-1,-1,-1,-1
Data Scientist,$96K - $152K (Glassdoor est.),4.5,"Tiger Analytics
4.5","Arlington, VA",501 to 1000 Employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
Senior Data Engineer WaPo360,$94K - $153K (Glassdoor est.),4.5,"The Washington Post
4.5","Washington, DC",1001 to 5000 Employees,1877,Company - Private,Publishing,Media,Unknown / Non-Applicable
Data Scientist,$83K - $105K (Glassdoor est.),5,"ELEVI Associates
5.0","Annapolis Junction, MD",1 to 50 Employees,2002,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD)
Data Scientist,$71K - $128K (Glassdoor est.),5,"Reports and Requirements Company, LLC
5.0","Washington, DC",51 to 200 Employees,2008,Company - Private,Federal Agencies,Government,Unknown / Non-Applicable
Data Scientist,$77K - $140K (Glassdoor est.),3.6,"NORC at the University of Chicago
3.6","Bethesda, MD",1001 to 5000 Employees,1941,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD)
Data Scientist,$73K - $119K (Glassdoor est.),4.2,"Artlin Consulting
4.2","Arlington, VA",51 to 200 Employees,2011,Company - Private,Federal Agencies,Government,Unknown / Non-Applicable
Data Scientist,$68K - $114K (Glassdoor est.),3.9,"Grant Thornton
3.9","Arlington, VA",5001 to 10000 Employees,1924,Company - Private,Accounting,Accounting & Legal,$1 to $2 billion (USD)
Data Scientist,$98K - $160K (Glassdoor est.),3.8,"Central Intelligence Agency
3.8","Washington, DC",Unknown,1947,Government,Federal Agencies,Government,Unknown / Non-Applicable
